Geneid	protein_id	product	ctrl4	ctrl5	ctrl6	IP1	IP2	IP3
SAOUHSC_00980	ABD30105.1	conserved hypothetical protein	8408	5243	6914	4299	4702	526
SAOUHSC_00981	ABD30106.1	conserved hypothetical protein	337	250	186	153	112	20
SAOUHSC_00982	ABD30107.1	conserved hypothetical protein	2756	1882	1693	1394	1529	128
SAOUHSC_00983	ABD30108.1	2-succinyl-6-hydroxy-2%2C4-cyclohexadiene-1-carboxylic acid synthase/2-oxoglutarate decarboxylase	7559	5600	4228	6797	8677	2107
SAOUHSC_00984	ABD30109.1	conserved hypothetical protein	4921	3288	3083	3680	4221	658
SAOUHSC_00985	ABD30110.1	enoyl-CoA hydratase/isomerase family protein%2C putative	12085	9486	6950	11665	11491	3672
SAOUHSC_00986	ABD30111.1	cysteine protease%2C putative	2089	1082	1808	327	444	52
SAOUHSC_00987	ABD30112.1	cysteine protease precursor%2C putative	5763	3173	5351	1007	1097	130
SAOUHSC_00988	ABD30113.1	glutamyl endopeptidase precursor%2C putative	4210	2277	3978	637	683	204
SAOUHSC_00989	ABD30114.1	conserved hypothetical protein	2667	2356	1789	8728	13371	1429
SAOUHSC_00991	ABD30115.1	conserved hypothetical protein	930	671	774	1454	1262	81
SAOUHSC_00992	ABD30116.1	transcriptional regulator%2C MarR family%2C putative	1640	1058	1449	299	260	16
SAOUHSC_00993	ABD30117.1	conserved hypothetical protein	339	221	293	63	41	2
SAOUHSC_00994	ABD30118.1	bifunctional autolysin precursor%2C putative	25407	23937	23958	62164	62506	18945
SAOUHSC_00995	ABD30119.1	conserved hypothetical protein	551	421	406	685	833	191
SAOUHSC_00996	ABD30120.1	conserved hypothetical protein	14182	8588	10075	7520	9170	573
SAOUHSC_00997	ABD30121.1	conserved hypothetical protein	26302	17345	19682	16141	23675	3263
SAOUHSC_00998	ABD30122.1	fmt protein%2C putative	12215	7952	11556	2056	1960	91
SAOUHSC_00999	ABD30123.1	quinol oxidase%2C subunit IV%2C putative	12045	11143	7193	19382	14700	2401
SAOUHSC_01000	ABD30124.1	cytochrome c oxidase subunit III%2C putative	24853	23250	16720	39644	40188	10828
SAOUHSC_01001	ABD30125.1	quinol oxidase%2C subunit I	73212	72072	53963	131576	148876	56497
SAOUHSC_01002	ABD30126.1	quinol oxidase AA3%2C subunit II%2C putative	30609	31942	23069	71270	85454	18297
SAOUHSC_01003	ABD30127.1	hypothetical protein	81	42	85	38	46	4
SAOUHSC_01005	ABD30128.1	conserved hypothetical protein	24303	20215	18108	9863	18084	759
SAOUHSC_01007	ABD30129.1	FolD bifunctional protein%2C putative	19837	14096	13907	11982	14961	1713
SAOUHSC_01008	ABD30130.1	phosphoribosylaminoimidazole carboxylase%2C catalytic subunit	1784	1938	1220	7004	7387	3190
SAOUHSC_01009	ABD30131.1	phosphoribosylaminoimidazole carboxylase%2C ATPase subunit	5031	5614	3844	14328	23914	3865
SAOUHSC_01010	ABD30132.1	phosphoribosylaminoimidazole-succinocarboxamide synthase	1514	1596	1144	4099	7397	1798
SAOUHSC_01011	ABD30133.1	phosphoribosylformylglycinamidine synthase%2C PurS protein	1208	1134	884	2915	3565	459
SAOUHSC_01012	ABD30134.1	phosphoribosylformylglycinamidine synthase I	3544	3517	2704	7481	13394	2257
SAOUHSC_01013	ABD30135.1	phosphoribosylformylglycinamidine synthase II	19994	17809	14868	41318	42541	14856
SAOUHSC_01014	ABD30136.1	amidophosphoribosyltransferase	21426	17484	16360	40660	45024	8943
SAOUHSC_01015	ABD30137.1	phosphoribosylformylglycinamidine cyclo-ligase	17874	15324	14717	32412	41213	12011
SAOUHSC_01016	ABD30138.1	phosphoribosylglycinamide formyltransferase%2C putative	11612	9658	9666	18959	29133	4551
SAOUHSC_01017	ABD30139.1	phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	34318	28793	28036	51131	75158	15894
SAOUHSC_01018	ABD30140.1	phosphoribosylamine-glycine ligase	50613	36900	40198	62647	70869	23303
SAOUHSC_01019	ABD30141.1	conserved hypothetical protein	2560	1544	2385	1012	1064	72
SAOUHSC_01021	ABD30142.1	conserved hypothetical protein	6518	5297	5645	4273	4516	964
SAOUHSC_01022	ABD30143.1	conserved hypothetical protein	1606	1280	1392	2304	2491	488
SAOUHSC_01023	ABD30144.1	hypothetical protein	215	183	199	42	45	11
SAOUHSC_01024	ABD30145.1	hypothetical protein	1469	1354	750	5111	5030	98
SAOUHSC_01025	ABD30146.1	conserved hypothetical protein	16653	15506	13527	25939	31803	5308
SAOUHSC_01026	ABD30147.1	conserved hypothetical protein	1388	1198	1008	2627	4032	528
SAOUHSC_01027	ABD30148.1	conserved hypothetical protein	7850	7273	5043	20034	14677	5883
SAOUHSC_01028	ABD30149.1	phosphocarrier protein hpr%2C putative	10999	10832	6927	24358	19929	7244
SAOUHSC_01029	ABD30150.1	phosphoenolpyruvate-protein phosphotransferase	83994	84378	54183	149276	131597	32754
SAOUHSC_01030	ABD30151.1	conserved hypothetical protein	559	340	375	484	336	13
SAOUHSC_01031	ABD30152.1	cytochrome d ubiquinol oxidase%2C subunit I%2C putative	10556	7745	6449	5298	5609	1090
SAOUHSC_01032	ABD30153.1	cytochrome d ubiquinol oxidase%2C subunit II%2C putative	8123	5910	4893	4329	5071	294
SAOUHSC_01034	ABD30154.1	conserved hypothetical protein	6632	5629	4012	6135	8706	2584
SAOUHSC_A00992	ABD32049.1	conserved hypothetical protein	1431	1410	901	1200	1314	401
SAOUHSC_01035	ABD30155.1	conserved hypothetical protein	25286	18037	13750	34295	30279	3179
SAOUHSC_01036	ABD30156.1	conserved hypothetical protein	1879	1297	1218	2988	4493	263
SAOUHSC_01037	ABD30157.1	hypothetical protein	126	138	108	355	787	5
SAOUHSC_01038	ABD30158.1	polypeptide deformylase	2586	1729	1595	2274	2235	315
SAOUHSC_01039	ABD30159.1	conserved hypothetical protein	3487	2171	2109	5627	6295	260
SAOUHSC_01040	ABD30160.1	pyruvate dehydrogenase complex%2C E1 component%2C alpha subunit%2C putative	36740	33967	25448	33115	21669	7505
SAOUHSC_01041	ABD30161.1	pyruvate dehydrogenase complex%2C E1 component%2C pyruvate dehydrogenase beta subunit%2C putative	28849	24685	19361	26423	15083	12853
SAOUHSC_01042	ABD30162.1	dihydrolipoamide S-acetyltransferase component of pyruvate dehydrogenase complex E2%2C putative	59206	53161	39646	55784	34775	18772
SAOUHSC_01043	ABD30163.1	dihydrolipoamide dehydrogenase	81787	65140	52311	80943	36976	13100
SAOUHSC_01044	ABD30164.1	conserved hypothetical protein	808	642	540	1004	1317	240
SAOUHSC_01045	ABD30165.1	conserved hypothetical protein	1398	1488	1333	1385	2251	98
SAOUHSC_01046	ABD30166.1	ABC transporter domain protein	2633	2919	2466	1948	3307	149
SAOUHSC_01047	ABD30167.1	spermidine/putrescine ABC transporter%2C permease protein%2C putative	1177	1162	1184	655	1051	89
SAOUHSC_01048	ABD30168.1	spermidine/putrescine ABC transporter%2C permease protein%2C putative	2524	2417	2446	1292	1848	108
SAOUHSC_01049	ABD30169.1	spermidine/putrescine ABC transporter%2C spermidine/putrescine-binding protein%2C putative	6684	6231	5659	4984	5909	4235
SAOUHSC_01050	ABD30170.1	conserved hypothetical protein	38377	28817	30311	32272	48074	6489
SAOUHSC_01051	ABD30171.1	conserved hypothetical protein	1259	872	676	3645	5049	609
SAOUHSC_01053	ABD30172.1	conserved hypothetical protein	2098	1454	1383	2990	3990	446
SAOUHSC_01054	ABD30173.1	conserved hypothetical protein	1355	867	565	2089	2347	259
SAOUHSC_01055	ABD30174.1	inositol monophosphatase family protein%2C putative	19669	14909	12677	8985	9252	3418
SAOUHSC_01057	ABD30175.1	hypothetical protein	2178	1726	1616	2857	3314	422
SAOUHSC_01058	ABD30176.1	GTP-binding protein TypA%2C putative	21388	14998	17657	14543	11768	2407
SAOUHSC_01060	ABD30177.1	conserved hypothetical protein	875	744	610	1112	1236	134
SAOUHSC_01061	ABD30178.1	conserved hypothetical protein	2063	1498	1475	2591	2763	245
SAOUHSC_01062	ABD30179.1	conserved hypothetical protein	2890	2336	1944	6704	4901	349
SAOUHSC_01063	ABD30180.1	conserved hypothetical protein	4912	3524	3402	6266	7557	872
SAOUHSC_01064	ABD30181.1	pyruvate carboxylase	18684	14697	12178	53857	51889	13026
SAOUHSC_01065	ABD30182.1	heme A synthase%2C putative	5561	4243	3754	7625	8584	2031
SAOUHSC_01066	ABD30183.1	protoheme IX farnesyltransferase	3834	4488	2625	9699	10767	1818
SAOUHSC_01067	ABD30184.1	conserved hypothetical protein	2914	2815	2087	6538	8476	434
SAOUHSC_01068	ABD30185.1	conserved hypothetical protein	80	60	102	236	459	35
SAOUHSC_01069	ABD30186.1	conserved hypothetical protein	3533	2886	2303	5092	6238	670
SAOUHSC_01070	ABD30187.1	conserved hypothetical protein	1905	1508	1241	2321	2576	402
SAOUHSC_01071	ABD30188.1	glycerophosphoryl diester phosphodiesterase%2C putative	1524	1131	863	2387	3852	672
SAOUHSC_01072	ABD30189.1	conserved hypothetical protein	489	395	265	1011	1018	35
SAOUHSC_01073	ABD30190.1	conserved hypothetical protein	587	367	386	987	1170	77
SAOUHSC_01074	ABD30191.1	conserved hypothetical protein	1282	774	976	1066	1687	372
SAOUHSC_01075	ABD30192.1	pantetheine-phosphate adenylyltransferase	2624	1560	2020	1840	2272	346
SAOUHSC_01076	ABD30193.1	conserved hypothetical protein	1193	929	786	1354	1731	128
SAOUHSC_01077	ABD30194.1	conserved hypothetical protein	38899	32688	34653	20363	18235	1621
SAOUHSC_A01041	ABD32050.1	hypothetical protein	1458	1240	2117	825	2387	234
SAOUHSC_01078	ABD30195.1	ribosomal protein L32	2678	2009	2277	1965	1271	234
SAOUHSC_01079	ABD30196.1	neurofilament protein	1876	1344	1428	519	471	75
SAOUHSC_01081	ABD30197.1	conserved hypothetical protein	1028	634	588	1618	2933	407
SAOUHSC_01082	ABD30198.1	conserved hypothetical protein	279	209	187	369	419	38
SAOUHSC_01084	ABD30199.1	conserved hypothetical protein	482	284	321	359	510	17
SAOUHSC_01085	ABD30200.1	conserved hypothetical protein	421	273	251	205	252	18
SAOUHSC_01086	ABD30201.1	iron compound ABC transporter%2C permease protein%2C putative	207	127	144	109	145	17
SAOUHSC_01087	ABD30202.1	iron compound ABC transporter%2C permease protein	91	63	70	45	50	6
SAOUHSC_01088	ABD30203.1	conserved hypothetical protein	149	85	109	77	103	13
SAOUHSC_01089	ABD30204.1	conserved hypothetical protein	151	70	113	56	103	3
SAOUHSC_01090	ABD30205.1	conserved hypothetical protein	14	5	5	7	12	0
SAOUHSC_01091	ABD30206.1	conserved hypothetical protein	2410	1825	1702	4569	4813	685
SAOUHSC_01092	ABD30207.1	phenylalanyl-tRNA synthetase%2C alpha subunit	1066	918	682	1431	1631	420
SAOUHSC_01093	ABD30208.1	phenylalanyl-tRNA synthetase%2C beta subunit	5283	3766	3513	8009	10092	1610
SAOUHSC_01095	ABD30209.1	ribonuclease HIII	744	534	428	975	1066	273
SAOUHSC_01096	ABD30210.1	conserved hypothetical protein	1519	1214	1097	1716	2074	202
SAOUHSC_01097	ABD30211.1	conserved hypothetical protein	2630	1930	1690	2192	2144	90
SAOUHSC_01098	ABD30212.1	DNA-dependent DNA polymerase beta chain%2C putative	5616	4364	3167	4362	4065	334
SAOUHSC_01099	ABD30213.1	DNA mismatch repair MutS2 family protein	10287	8408	6624	9043	8904	1514
SAOUHSC_01100	ABD30214.1	thioredoxin	9507	7680	4184	16088	13662	1384
SAOUHSC_01101	ABD30215.1	conserved hypothetical protein	186	118	131	169	215	4
SAOUHSC_01102	ABD30216.1	excinuclease ABC%2C C subunit	4987	4591	3254	6544	8151	1656
SAOUHSC_01103	ABD30217.1	succinate dehydrogenase cytochrome b-558 subunit%2C putative	8415	8544	5937	12832	12467	1384
SAOUHSC_01104	ABD30218.1	succinate dehydrogenase%2C flavoprotein chain TC0881%2C putative	52389	52612	37515	50041	57134	20125
SAOUHSC_01105	ABD30219.1	iron-sulphur subunit of succinate dehydrogenase%2C putative	38795	36205	27260	30401	27635	5691
SAOUHSC_01106	ABD30220.1	glutamate racemase	4597	4202	2737	7480	9319	2110
SAOUHSC_01107	ABD30221.1	conserved hypothetical protein	3102	2622	1849	4346	4877	525
SAOUHSC_01108	ABD30222.1	conserved hypothetical protein	3490	3206	1990	4692	5742	286
SAOUHSC_01109	ABD30223.1	conserved hypothetical protein	1	0	2	5	2	0
SAOUHSC_01110	ABD30224.1	fibrinogen-binding protein-related	15008	9881	7904	21245	8992	249
SAOUHSC_01111	ABD30225.1	hypothetical protein	6	6	6	6	1	1
SAOUHSC_01112	ABD30226.1	conserved hypothetical protein	1661	1234	1077	1357	755	23
SAOUHSC_01113	ABD30227.1	conserved hypothetical protein	1160	712	1202	543	552	40
SAOUHSC_01114	ABD30228.1	fibrinogen-binding protein	7297	5167	4302	9179	4843	462
SAOUHSC_01115	ABD30229.1	conserved hypothetical protein	4965	3201	3034	5906	3381	142
SAOUHSC_01118	ABD30230.1	conserved hypothetical protein	693	494	397	654	578	377
SAOUHSC_A01079	ABD32051.1	hypothetical protein	57	51	44	36	22	9
SAOUHSC_01119	ABD30231.1	conserved hypothetical protein	238	99	155	330	212	22
SAOUHSC_A01081	ABD32052.1	conserved hypothetical protein	62	46	113	321	417	67
SAOUHSC_01120	ABD30232.1	conserved hypothetical protein	1019	784	759	1855	1788	117
SAOUHSC_01121	ABD30233.1	alpha-hemolysin precursor	582541	377838	420517	33205	30644	2886
SAOUHSC_01122	ABD30234.1	conserved hypothetical protein	6	5	6	2	1	0
SAOUHSC_01123	ABD30235.1	conserved hypothetical protein	2142	1480	1842	640	333	8
SAOUHSC_01124	ABD30236.1	conserved hypothetical protein	1187	821	1067	434	536	42
SAOUHSC_01125	ABD30237.1	conserved hypothetical protein	749	499	640	293	311	23
SAOUHSC_01127	ABD30238.1	conserved hypothetical protein	759	593	616	344	413	37
SAOUHSC_01128	ABD30239.1	ornithine carbamoyltransferase	970	803	733	388	399	79
SAOUHSC_01129	ABD30240.1	carbamate kinase	2084	1479	1565	567	762	168
SAOUHSC_01130	ABD30241.1	conserved hypothetical protein	4031	3296	3216	2794	4098	1465
SAOUHSC_01131	ABD30242.1	conserved hypothetical protein	854	641	718	1332	1192	42
SAOUHSC_01133	ABD30243.1	conserved hypothetical protein	769	589	602	1635	1764	216
SAOUHSC_01134	ABD30244.1	conserved hypothetical protein	119	65	62	203	234	9
SAOUHSC_T0006	NA	NA	274	357	115	487	381	96
SAOUHSC_01135	ABD30245.1	conserved hypothetical protein	35708	13012	29621	1331	1118	155
SAOUHSC_01136	ABD30246.1	conserved hypothetical protein	56967	24881	44764	2278	875	719
SAOUHSC_01137	ABD30247.1	conserved hypothetical protein	2711	1519	2444	1090	1513	178
SAOUHSC_01138	ABD30248.1	conserved hypothetical protein	6698	4675	5277	4820	6465	356
SAOUHSC_01139	ABD30249.1	conserved hypothetical protein	1818	1169	1746	695	952	20
SAOUHSC_01140	ABD30250.1	hypothetical protein	1480	1102	1275	624	589	353
SAOUHSC_01141	ABD30251.1	conserved hypothetical protein	23559	16687	21654	7078	6452	828
SAOUHSC_01142	ABD30252.1	conserved hypothetical protein	10368	9163	5864	34635	24048	3588
SAOUHSC_01143	ABD30253.1	S-adenosyl-methyltransferase MraW	11648	10234	6779	41469	39370	13641
SAOUHSC_01144	ABD30254.1	conserved hypothetical protein	4830	3273	2928	7451	9453	970
SAOUHSC_01145	ABD30255.1	penicillin-binding protein 1	15722	12213	10305	19396	15947	4250
SAOUHSC_01146	ABD30256.1	phospho-N-acetylmuramoyl-pentapeptide-transferase	1694	1443	1193	2369	1559	454
SAOUHSC_01147	ABD30257.1	UDP-N-acetylmuramoylalanine--D-glutamate ligase	4254	3612	2770	6001	5594	941
SAOUHSC_01148	ABD30258.1	cell division protein%2C putative	6956	6264	5212	10272	12932	1854
SAOUHSC_01149	ABD30259.1	cell division protein%2C putative	23421	23180	16343	53202	68923	5734
SAOUHSC_01150	ABD30260.1	cell division protein FtsZ	43171	38426	28676	89422	102792	44106
SAOUHSC_01152	ABD30261.1	conserved hypothetical protein	2325	2021	1577	2927	4180	349
SAOUHSC_01153	ABD30262.1	conserved hypothetical protein	17045	14559	13837	18668	21535	1466
SAOUHSC_01154	ABD30263.1	conserved hypothetical protein	23346	22032	18164	21538	20859	6010
SAOUHSC_01155	ABD30264.1	conserved hypothetical protein	7055	5141	6709	6465	4997	520
SAOUHSC_01156	ABD30265.1	conserved hypothetical protein	7467	6458	6179	5531	7507	267
SAOUHSC_01158	ABD30266.1	conserved hypothetical protein	28719	21722	23625	20530	26955	5288
SAOUHSC_01159	ABD30267.1	isoleucyl-tRNA synthetase	5442	3991	3218	7826	11403	3081
SAOUHSC_01160	ABD30268.1	conserved hypothetical protein	1421	1120	847	1952	2463	177
SAOUHSC_01161	ABD30269.1	truncated transposase	283	134	209	299	448	24
SAOUHSC_01162	ABD30270.1	lipoprotein signal peptidase	1488	1345	1559	1356	1900	168
SAOUHSC_01163	ABD30271.1	conserved hypothetical protein	9290	7952	8288	6219	7514	1484
SAOUHSC_01164	ABD30272.1	PyrR bifunctional protein	2400	1403	1358	1919	1425	148
SAOUHSC_01165	ABD30273.1	uracil permease%2C putative	1637	1060	1137	7370	2611	140
SAOUHSC_01166	ABD30274.1	aspartate carbamoyltransferase	1290	863	897	12101	5148	645
SAOUHSC_01168	ABD30275.1	dihydroorotase	2469	1810	1784	17919	7108	1218
SAOUHSC_01169	ABD30276.1	carbamoyl-phosphate synthase%2C small subunit	2162	1516	1490	13777	4358	323
SAOUHSC_01170	ABD30277.1	carbamoyl-phosphate synthase%2C large subunit	7722	5078	6119	35645	17354	4130
SAOUHSC_01171	ABD30278.1	orotidine 5'-phosphate decarboxylase	1863	1307	1552	5160	3220	319
SAOUHSC_01172	ABD30279.1	orotate phosphoribosyltransferase	1908	1154	1590	4174	2202	288
SAOUHSC_01173	ABD30280.1	conserved hypothetical protein	2066	1363	1586	2525	3048	159
SAOUHSC_01174	ABD30281.1	conserved hypothetical protein	3181	2449	2255	2693	2427	640
SAOUHSC_01175	ABD30282.1	fibronectin-binding protein A-related	10593	9129	6902	7847	6650	522
SAOUHSC_01176	ABD30283.1	guanylate kinase	6174	5518	5049	19228	24576	1942
SAOUHSC_01177	ABD30284.1	conserved hypothetical protein	2507	2312	2011	5729	7073	747
SAOUHSC_01178	ABD30285.1	phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase	3064	2520	2004	3008	3440	530
SAOUHSC_01179	ABD30286.1	primosomal protein N	7477	5629	5356	6141	6761	1818
SAOUHSC_01180	ABD30287.1	conserved hypothetical protein	1128	849	881	510	470	25
SAOUHSC_01181	ABD30288.1	conserved hypothetical protein	5942	6394	3365	13104	15625	2046
SAOUHSC_01182	ABD30289.1	polypeptide deformylase%2C putative	2549	2056	2133	1724	2422	157
SAOUHSC_01183	ABD30290.1	methionyl-tRNA formyltransferase	6789	5770	5902	4375	6469	1204
SAOUHSC_01184	ABD30291.1	sun protein	8827	6555	7292	5933	8136	1155
SAOUHSC_01185	ABD30292.1	radical SAM enzyme%2C Cfr family	9037	7278	7793	6688	9339	1639
SAOUHSC_01186	ABD30293.1	conserved hypothetical protein	4693	4051	4391	3642	5792	1795
SAOUHSC_01187	ABD30294.1	conserved hypothetical protein	29403	19766	26491	11596	14458	2651
SAOUHSC_01188	ABD30295.1	conserved hypothetical protein	2845	2296	2152	3135	3526	381
SAOUHSC_01189	ABD30296.1	ribulose-phosphate 3-epimerase	2757	2151	2123	2512	2273	222
SAOUHSC_01190	ABD30297.1	conserved hypothetical protein	3748	2730	2995	2850	3140	500
SAOUHSC_01191	ABD30298.1	ribosomal protein L28	81703	77596	43657	132835	107339	33131
SAOUHSC_01192	ABD30299.1	conserved hypothetical protein	5385	4579	3964	3290	3844	489
SAOUHSC_01193	ABD30300.1	conserved hypothetical protein	22108	16405	15148	13845	12648	2297
SAOUHSC_01194	ABD30301.1	ATP-dependent DNA helicase RecG	5090	4262	2773	7432	7109	812
SAOUHSC_01196	ABD30302.1	conserved hypothetical protein	3084	2799	1912	10202	10282	1110
SAOUHSC_01197	ABD30303.1	fatty acid/phospholipid synthesis protein PlsX	5174	5478	3436	19000	19652	6631
SAOUHSC_01198	ABD30304.1	malonyl CoA-acyl carrier protein transacylase	5626	5742	3776	20852	18847	3893
SAOUHSC_01199	ABD30305.1	3-oxoacyl-(acyl-carrier-protein) reductase%2C putative	5976	5967	3858	22228	21069	5664
SAOUHSC_01200	ABD30306.1	conserved hypothetical protein	575	573	509	2429	5773	2850
SAOUHSC_01201	ABD30307.1	acyl carrier protein	6024	4896	3331	27569	19450	1633
SAOUHSC_01203	ABD30308.1	ribonuclease III%2C putative	721	601	550	1361	1624	319
SAOUHSC_01204	ABD30309.1	SMC family%2C C-terminal domain family	5089	4100	3623	5623	6462	712
SAOUHSC_01205	ABD30310.1	signal recognition particle-docking protein FtsY	2723	2186	2193	2700	3420	831
SAOUHSC_01206	ABD30311.1	conserved hypothetical protein	845	635	778	948	2001	95
SAOUHSC_01207	ABD30312.1	signal recognition particle protein	11601	9418	8310	12098	14740	2226
SAOUHSC_01208	ABD30313.1	ribosomal protein S16	15127	9677	9250	4354	5036	1149
SAOUHSC_01209	ABD30314.1	conserved hypothetical protein	2411	1706	1954	613	737	77
SAOUHSC_01210	ABD30315.1	tRNA (guanine-N1)-methyltransferase	5908	4396	4758	1311	1463	417
SAOUHSC_01211	ABD30316.1	ribosomal protein L19	119977	100173	88754	54082	17812	4321
SAOUHSC_01212	ABD30317.1	hypothetical protein	58	48	48	31	20	1
SAOUHSC_01213	ABD30318.1	conserved hypothetical protein	3363	2535	2405	3371	3951	332
SAOUHSC_01214	ABD30319.1	conserved hypothetical protein	2163	1737	1504	2145	2980	394
SAOUHSC_01215	ABD30320.1	conserved hypothetical protein	3057	2299	2422	2364	3391	910
SAOUHSC_01216	ABD30321.1	succinyl-CoA synthetase%2C beta subunit%2C putative	34933	38080	25003	29084	36404	20311
